"PersonNumber","FirstName","LastName","GenderAsString","CantonAbbreviation","CouncilAbbreviation","PartyAbbreviation","DateJoining","DateLeaving"
2486,"Johann Jakob","Keller","m","ZH","CN","Dém*","1869-12-06T00:00:00","1893-12-03T00:00:00"
2452,"Georges","Junod","m","VD","CN","PSS","1934-03-26T00:00:00","1939-12-03T00:00:00"
101,"Barbara","Haering","f","ZH","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
4008,"Martin","Landolt","m","GL","CN","PBD","2009-03-02T00:00:00","2011-12-04T00:00:00"
1808,"Jules","Colomb","m","VD","CN","PRD","1879-04-01T00:00:00","1893-05-26T00:00:00"
1484,"Simeon","Bavier","m","GR","CN","Lib*","1863-12-07T00:00:00","1878-12-01T00:00:00"
217,"Franz","Steinegger","m","UR","CN","PRD","1995-12-04T00:00:00","2003-11-30T00:00:00"
3061,"François Joseph","Rossiaud","m","GE","CN","PSS","1931-12-01T00:00:00","1933-03-01T00:00:00"
2398,"Alphons","Iten","m","ZG","CE","Cons*","1935-03-25T00:00:00","1950-12-01T00:00:00"
2398,"Alphons","Iten","m","ZG","CE","Cons*","1935-03-25T00:00:00","1950-12-01T00:00:00"
2398,"Alphons","Iten","m","ZG","CE","Cons*","1935-03-25T00:00:00","1950-12-01T00:00:00"
2714,"Walter F.","Meyer","m","BL","CN","BAB*","1894-03-25T00:00:00","1899-12-03T00:00:00"
1545,"Emil","Bischoff","m","BS","CN","PLS","1893-12-04T00:00:00","1896-12-06T00:00:00"
3642,"Johannes","Wild","m","ZH","CN","Lib*","1848-11-06T00:00:00","1849-09-01T00:00:00"
1129,"Silvia","Schenker","f","BS","CN","PSS","2007-12-03T00:00:00","2011-12-04T00:00:00"
3336,"Edouard Ch.","Steinmetz","m","GE","CN","PLS","1929-09-24T00:00:00","1935-10-23T00:00:00"
1947,"Jos. Meinrad Benedikt","Düggelin","m","SZ","CE","Cons*","1853-07-04T00:00:00","1858-05-01T00:00:00"
1810,"H. Robert","Comtesse","m","NE","CF","PRD","1899-12-14T00:00:00","1912-03-04T00:00:00"
2978,"Henri-Louis","Rambert","m","VD","CN","Lib*","1870-07-04T00:00:00","1872-12-01T00:00:00"
67,"Pierre","Duvoisin","m","VD","CN","PSS","1991-11-25T00:00:00","1995-12-03T00:00:00"
67,"Pierre","Duvoisin","m","VD","CN","PSS","1991-11-25T00:00:00","1995-12-03T00:00:00"
2052,"Jean","Folly","m","FR","CN","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
2858,"Franz Anton","Oetiker","m","SZ","CE","Cons*","1849-11-12T00:00:00","1850-07-01T00:00:00"
3550,"Alfons","von Streng","m","TG","CN","Cons*","1904-12-05T00:00:00","1935-12-01T00:00:00"
3151,"Urs","Schild","m","SO","CN","PRD","1882-01-23T00:00:00","1887-12-04T00:00:00"
110,"Otto","Hess","m","TG","CN","UDC","1987-11-30T00:00:00","1995-12-03T00:00:00"
2384,"Hans","Hürlimann","m","ZG","CF","PDC","1979-01-01T00:00:00","1979-12-31T00:00:00"
520,"Hansruedi","Wandfluh","m","BE","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
3275,"Hans-Konrad","Sonderegger","m","AR","CE","-","1934-09-17T00:00:00","1935-12-01T00:00:00"
409,"Hans","Hess","m","OW","CE","-","1998-06-08T00:00:00","2003-11-30T00:00:00"
409,"Hans","Hess","m","OW","CE","-","1998-06-08T00:00:00","2003-11-30T00:00:00"
3688,"Ignaz","Zenruffinen","m","VS","CN","Cons*","1872-12-02T00:00:00","1875-12-05T00:00:00"
2185,"Pierre","Graber","m","VD","CN","PSS","1963-12-02T00:00:00","1969-12-10T00:00:00"
2185,"Pierre","Graber","m","VD","CN","PSS","1963-12-02T00:00:00","1969-12-10T00:00:00"
2185,"Pierre","Graber","m","VD","CN","PSS","1963-12-02T00:00:00","1969-12-10T00:00:00"
1371,"Arnold Otto","Aepli","m","SG","CE","Lib*","1849-04-16T00:00:00","1849-11-01T00:00:00"
334,"Erwin","Jutzet","m","FR","CN","PSS","2003-12-01T00:00:00","2007-03-04T00:00:00"
1420,"Franz","Arnold","m","UR","CN","PRD","1947-12-01T00:00:00","1963-12-01T00:00:00"
374,"Dick","Marty","m","TI","CE","PRD","1995-12-04T00:00:00","2003-11-30T00:00:00"
2322,"Josef","Hildebrand","m","ZG","CE","Cons*","1886-06-07T00:00:00","1934-12-01T00:00:00"
2322,"Josef","Hildebrand","m","ZG","CE","Cons*","1886-06-07T00:00:00","1934-12-01T00:00:00"
2322,"Josef","Hildebrand","m","ZG","CE","Cons*","1886-06-07T00:00:00","1934-12-01T00:00:00"
2060,"Johann Ludwig","Forrer","m","ZH","CN","Dém*","1876-03-06T00:00:00","1878-12-01T00:00:00"
3591,"Johann","Wattenhofer","m","SZ","CN","PSS","1925-12-07T00:00:00","1928-12-02T00:00:00"
2168,"Dominik","Gmür","m","SG","CN","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
1885,"Victor-O.","Debonneville","m","VD","CE","PRD","1878-12-02T00:00:00","1880-09-01T00:00:00"
1526,"Andreas","Bezzola","m","GR","CN","PRD","1881-12-05T00:00:00","1893-12-03T00:00:00"
1526,"Andreas","Bezzola","m","GR","CN","PRD","1881-12-05T00:00:00","1893-12-03T00:00:00"
1526,"Andreas","Bezzola","m","GR","CN","PRD","1881-12-05T00:00:00","1893-12-03T00:00:00"
219,"Rudolf","Strahm","m","BE","CN","PSS","1995-12-04T00:00:00","2003-11-30T00:00:00"
2246,"Heinrich","Häberlin","m","TG","CF","PRD","1926-01-01T00:00:00","1926-12-31T00:00:00"
334,"Erwin","Jutzet","m","FR","CN","PSS","1995-12-04T00:00:00","2003-11-30T00:00:00"
559,"Laurent","Butty","m","FR","CN","PDC","1971-11-29T00:00:00","1987-11-29T00:00:00"
1639,"Ernst","Brenner","m","BS","CF","PRD","1908-01-01T00:00:00","1908-12-31T00:00:00"
273,"Brigitta M.","Gadient","f","GR","CN","UDC","1995-01-23T00:00:00","1995-12-03T00:00:00"
146,"Ueli","Maurer","m","ZH","CN","UDC","2007-12-03T00:00:00","2008-12-31T00:00:00"
367,"Hans Werner","Widrig","m","SG","CN","PDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
2080,"Emil Remig.","Frey","m","BL","CN","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
3177,"Werner","Schmid","m","ZH","CN","AdI","1962-12-03T00:00:00","1971-11-28T00:00:00"
1202,"Paul","Gehler","m","BE","CN","UDC","1971-11-29T00:00:00","1979-03-01T00:00:00"
2214,"Emile","Gross","m","FR","CN","PRD","1926-09-27T00:00:00","1931-12-06T00:00:00"
2423,"Alfred","Jaunin","m","VD","CN","PRD","1955-03-14T00:00:00","1967-12-03T00:00:00"
2311,"Friedrich Wilhelm","Hertenstein","m","ZH","CN","Lib*","1872-12-02T00:00:00","1878-12-01T00:00:00"
2783,"Eduard","Müller","m","BE","CF","PRD","1899-01-01T00:00:00","1899-12-31T00:00:00"
267,"Samuel","Schmid","m","BE","CF","UDC","2006-01-01T00:00:00","2008-12-31T00:00:00"
2874,"Emile","Paillard","m","VD","CN","PRD","1891-12-07T00:00:00","1902-04-01T00:00:00"
1507,"Costantino","Bernasconi","m","TI","CN","PRD","1863-12-07T00:00:00","1872-12-01T00:00:00"
3084,"Hans","Rüegg","m","ZH","CN","Dém*","1946-12-02T00:00:00","1951-12-02T00:00:00"
1782,"Karl-Fr.","Chatoney","m","FR","CE","PRD","1851-12-01T00:00:00","1853-06-01T00:00:00"
3072,"Louis-Samuel","Roulet","m","VD","CN","PAB","1928-12-03T00:00:00","1955-05-22T00:00:00"
398,"Hans-Rudolf","Merz","m","AR","CF","PRD","2004-01-01T00:00:00","2007-12-31T00:00:00"
1513,"Sebastiano","Beroldingen","m","TI","CE","PRD","1856-07-07T00:00:00","1857-12-06T00:00:00"
3229,"Vital sen.","Schwander","m","SZ","CN","Cons*","1881-12-05T00:00:00","1908-12-06T00:00:00"
1125,"Chantal","Galladé","f","ZH","CN","PSS","2007-12-03T00:00:00","2011-12-04T00:00:00"
1377,"Mario","Agustoni","m","TI","CN","PRD","1963-12-02T00:00:00","1965-02-08T00:00:00"
1874,"Julien","de Schaller","m","FR","CE","PRD","1854-12-04T00:00:00","1858-07-01T00:00:00"
3031,"Jakob Ulrich","Ritter","m","SG","CN","PRD","1851-07-07T00:00:00","1851-10-01T00:00:00"
2696,"Johann","Messmer","m","TG","CN","Lib*","1857-12-07T00:00:00","1880-03-29T00:00:00"
3249,"Hermann","Seiler","m","VS","CN","Cons*","1920-06-07T00:00:00","1925-12-06T00:00:00"
3659,"Theodor","Wirz","m","OW","CN","Cons*","1871-07-03T00:00:00","1872-12-01T00:00:00"
3209,"Sidney","Schopfer","m","VD","CN","PRD","1922-12-04T00:00:00","1925-09-01T00:00:00"
3700,"Johann","Zimmermann","m","BE","CN","PRD","1887-12-05T00:00:00","1911-12-03T00:00:00"
134,"Moritz","Leuenberger","m","ZH","CF","PSS","2005-01-01T00:00:00","2005-12-31T00:00:00"
326,"Paul","Günter","m","BE","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
59,"Edouard","Delalay","m","VS","CE","PDC","1987-09-21T00:00:00","1999-12-05T00:00:00"
59,"Edouard","Delalay","m","VS","CE","PDC","1987-09-21T00:00:00","1999-12-05T00:00:00"
59,"Edouard","Delalay","m","VS","CE","PDC","1987-09-21T00:00:00","1999-12-05T00:00:00"
2346,"Hans","Hold","m","GR","CE","PRD","1873-07-07T00:00:00","1881-06-01T00:00:00"
126,"Niklaus","Küchler","m","OW","CE","PDC","1986-06-02T00:00:00","1998-04-29T00:00:00"
3300,"Alfred","Stähli","m","ZH","CN","PSS","1947-06-02T00:00:00","1947-11-30T00:00:00"
623,"Julius","Binder","m","AG","CN","CCS","1963-12-02T00:00:00","1975-11-30T00:00:00"
3627,"J.-M.-Albert","Wessel","m","GE","CE","PLS","1878-12-02T00:00:00","1880-09-01T00:00:00"
1336,"Markus","Zemp","m","AG","CN","PDC","2006-09-18T00:00:00","2007-12-02T00:00:00"
21,"Christoph","Blocher","m","ZH","CF","UDC","2004-01-01T00:00:00","2007-12-31T00:00:00"
820,"Ernst","Schibli","m","ZH","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
71,"Rolf","Engler","m","AI","CN","PDC","1987-03-02T00:00:00","1995-12-03T00:00:00"
1183,"Gion","Condrau","m","ZH","CN","PDC","1975-12-01T00:00:00","1979-11-25T00:00:00"
1272,"Jean-François","de Bourgknecht","m","FR","CE","PDC","1972-11-27T00:00:00","1979-11-01T00:00:00"
3727,"Carl Sam.","Zyro","m","BE","CN","PRD","1866-12-03T00:00:00","1893-12-03T00:00:00"
3727,"Carl Sam.","Zyro","m","BE","CN","PRD","1866-12-03T00:00:00","1893-12-03T00:00:00"
3727,"Carl Sam.","Zyro","m","BE","CN","PRD","1866-12-03T00:00:00","1893-12-03T00:00:00"
2312,"Adam","Herzog","m","LU","CE","Cons*","1872-12-02T00:00:00","1895-08-02T00:00:00"
2312,"Adam","Herzog","m","LU","CE","Cons*","1872-12-02T00:00:00","1895-08-02T00:00:00"
2312,"Adam","Herzog","m","LU","CE","Cons*","1872-12-02T00:00:00","1895-08-02T00:00:00"
1950,"Josef","Dürig","m","LU","CE","Cons*","1908-12-07T00:00:00","1920-02-28T00:00:00"
1483,"Johann Baptist","Bavier","m","GR","CN","Lib*","1848-11-06T00:00:00","1856-09-19T00:00:00"
425,"Rolf","Schweiger","m","ZG","CE","PRD","2003-12-01T00:00:00","2007-03-04T00:00:00"
329,"Kathrin","Hilber","f","SG","CN","PSS","1995-12-04T00:00:00","1996-12-31T00:00:00"
2793,"Jakob","Müller","m","TG","CE","PRD","1951-12-03T00:00:00","1967-03-09T00:00:00"
2793,"Jakob","Müller","m","TG","CE","PRD","1951-12-03T00:00:00","1967-03-09T00:00:00"
2793,"Jakob","Müller","m","TG","CE","PRD","1951-12-03T00:00:00","1967-03-09T00:00:00"
2582,"Leo","Lejeune","m","BL","CN","PSS","1955-12-05T00:00:00","1959-06-01T00:00:00"
2871,"A.-Isaac","Oyex","m","VD","CN","PRD","1899-12-04T00:00:00","1910-11-01T00:00:00"
2339,"Emil","Hofmann","m","TG","CN","Dém*","1898-10-24T00:00:00","1927-03-10T00:00:00"
2339,"Emil","Hofmann","m","TG","CN","Dém*","1898-10-24T00:00:00","1927-03-10T00:00:00"
2339,"Emil","Hofmann","m","TG","CN","Dém*","1898-10-24T00:00:00","1927-03-10T00:00:00"
32,"Simeon","Bühler","m","GR","CN","UDC","1980-03-03T00:00:00","1994-12-31T00:00:00"
378,"Françoise","Saudan","f","GE","CE","PRD","1995-12-04T00:00:00","2003-11-30T00:00:00"
300,"Fredi","Alder","m","SG","CN","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00"
232,"Hansjürg","Weder","m","BS","CN","AdI","1983-11-28T00:00:00","1995-12-03T00:00:00"
1728,"J.-F.-Marcelin","Bussard","m","FR","CN","PRD","1851-12-01T00:00:00","1853-04-04T00:00:00"
2817,"Jean-Marie","Musy","m","FR","CN","Cons*","1935-12-02T00:00:00","1939-12-03T00:00:00"
1634,"Marcel","Brawand","m","VD","CN","PSS","1958-06-02T00:00:00","1959-12-06T00:00:00"
2851,"A.-Edouard","Odier","m","GE","CN","PLS","1902-04-01T00:00:00","1906-05-01T00:00:00"
436,"Anton","Schaller","m","ZH","CN","AdI","1999-04-20T00:00:00","1999-12-05T00:00:00"
2886,"Paolo","Pedrazzini","m","TI","CN","Cons*","1925-06-02T00:00:00","1925-12-06T00:00:00"
2767,"Giuseppe","Motta","m","TI","CF","Cons*","1915-01-01T00:00:00","1915-12-31T00:00:00"
2264,"Joh. Bernhard","Hammer","m","SO","CN","Lib*","1890-12-01T00:00:00","1896-12-06T00:00:00"
2050,"Augusto","Fogliardi","m","TI","CE","PRD","1864-07-04T00:00:00","1864-12-01T00:00:00"
1560,"Leonhard","Blumer","m","GL","CE","Dém*","1893-06-05T00:00:00","1905-10-21T00:00:00"
2499,"H.-Auguste","Klaye","m","BE","CN","PRD","1870-12-05T00:00:00","1890-11-30T00:00:00"
515,"Heiner","Studer","m","AG","CN","PEV","1999-12-06T00:00:00","2003-11-30T00:00:00"
515,"Heiner","Studer","m","AG","CN","PEV","1999-12-06T00:00:00","2003-11-30T00:00:00"
515,"Heiner","Studer","m","AG","CN","PEV","1999-12-06T00:00:00","2003-11-30T00:00:00"
2412,"Bernhard","Jäggi","m","BS","CN","Grut&PS*","1911-12-04T00:00:00","1916-12-01T00:00:00"
2210,"Ernst","Grob","m","SG","CN","PRD","1959-12-07T00:00:00","1971-11-28T00:00:00"
3050,"Christian","Rohrer","m","SG","CN","Lib*","1851-12-01T00:00:00","1860-12-02T00:00:00"
2240,"Anton","Gwerder","m","SZ","CE","Cons*","1947-03-10T00:00:00","1949-12-31T00:00:00"
2903,"Friedrich","Pestalozzi","m","SG","CN","PRD","1929-06-10T00:00:00","1933-05-15T00:00:00"
1161,"Alain","Berset","m","FR","CE","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
1161,"Alain","Berset","m","FR","CE","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
2272,"Siegfried E.","Hartmann","m","SO","CN","Cons*","1908-06-01T00:00:00","1922-12-03T00:00:00"
1724,"Hans","Burren","m","BE","CN","PAB","1960-09-19T00:00:00","1963-12-01T00:00:00"
2290,"Jakob","Hefti","m","SH","CN","Grut&Dém*","1919-12-01T00:00:00","1921-02-01T00:00:00"
3426,"Titus","Tobler","m","AR","CN","?","1854-01-09T00:00:00","1857-12-06T00:00:00"
2138,"Paul","Genoud","m","FR","CN","PRD","1963-12-02T00:00:00","1966-09-01T00:00:00"
20,"Ulrich","Blatter","m","OW","CN","PDC","1987-11-30T00:00:00","1995-04-20T00:00:00"
350,"Maria","Roth-Bernasconi","f","GE","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
1881,"Camille","de Werra","m","VS","CN","Cons*","1858-07-05T00:00:00","1860-12-02T00:00:00"
757,"Heinrich","Ott","m","BL","CN","PSS","1979-11-26T00:00:00","1990-11-30T00:00:00"
1696,"Robert","Bühler","m","ZH","CN","PRD","1959-12-07T00:00:00","1967-12-03T00:00:00"
2833,"Karl Jos.","Niederberger","m","NW","CN","Cons*","1896-12-07T00:00:00","1917-11-06T00:00:00"
3116,"Gustav Adolf","Saxer","m","SG","CE","PRD","1872-07-01T00:00:00","1872-10-01T00:00:00"
2103,"Gaudenz","Gadmer","m","GR","CN","PRD","1869-12-06T00:00:00","1872-12-01T00:00:00"
3495,"Andreas","Vital","m","GR","CN","PRD","1899-12-04T00:00:00","1919-11-01T00:00:00"
253,"Rolf","Graber","m","NE","CN","PLS","1993-09-20T00:00:00","1995-12-03T00:00:00"
1421,"Josef","Arnold","m","UR","CE","Cons*","1850-06-01T00:00:00","1865-06-01T00:00:00"
25,"François","Borel","m","NE","CN","PSS","1981-06-01T00:00:00","1995-12-03T00:00:00"
328,"Remo","Gysin","m","BS","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
29,"Cyrill","Brügger","m","FR","CN","PSS","1987-09-21T00:00:00","1995-12-03T00:00:00"
2716,"Abram-Daniel","Meystre","m","VD","CN","PRD","1863-12-07T00:00:00","1870-11-26T00:00:00"
2049,"Ernst","Flükiger","m","SG","CE","PRD","1945-06-04T00:00:00","1952-06-01T00:00:00"
92,"Titus","Giger","m","SG","CN","PRD","1983-11-28T00:00:00","1995-12-03T00:00:00"
1430,"André","Auroi","m","BE","CN","PSS","1963-06-04T00:00:00","1967-12-03T00:00:00"
502,"Kathy","Riklin","f","ZH","CN","PDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
234,"Roland","Wiederkehr","m","ZH","CN","AdI","1995-12-04T00:00:00","1999-12-05T00:00:00"
1940,"Paul-Louis","Ducommun","m","NE","CN","PRD","1888-04-01T00:00:00","1890-11-30T00:00:00"
739,"Mario","Grassi","m","TI","CN","PDC","1983-11-28T00:00:00","1991-11-24T00:00:00"
3546,"Johann Andreas","von Sprecher","m","GR","CE","Lib*","1853-01-10T00:00:00","1854-07-01T00:00:00"
2721,"Horace","Micheli","m","GE","CN","PLS","1922-12-04T00:00:00","1928-02-23T00:00:00"
94,"Christine","Goll","f","ZH","CN","FraP!","1995-12-04T00:00:00","2003-11-30T00:00:00"
1439,"François-X.","Badoud","m","FR","CN","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
1972,"Karl Hektor","Ehrmann","m","SH","CE","Lib*","1848-11-06T00:00:00","1849-06-01T00:00:00"
97,"Andreas","Gross","m","ZH","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
2766,"Cristoforo","Motta","m","TI","CE","PRD","1865-07-03T00:00:00","1866-12-02T00:00:00"
60,"Toni","Dettling","m","SZ","CE","PRD","1999-12-06T00:00:00","2003-11-30T00:00:00"
726,"Martin","Burckhardt","m","BS","CN","PLS","1987-11-30T00:00:00","1991-11-24T00:00:00"
218,"Walter","Steinemann","m","SG","CN",,"1991-11-25T00:00:00","1995-12-03T00:00:00"
269,"Stephanie","Baumann","f","BE","CN","PSS","1994-12-05T00:00:00","1995-12-03T00:00:00"
1776,"Joseph","Chappex","m","VS","CE","Cons*","1880-06-07T00:00:00","1888-03-01T00:00:00"
1823,"Jules-Jean","Couchepin","m","VS","CN","PRD","1920-12-06T00:00:00","1928-12-02T00:00:00"
246,"Michel","Béguelin","m","VD","CN","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00"
1238,"Leon","Schlumpf","m","GR","CF","UDC","1979-12-05T00:00:00","1987-12-31T00:00:00"
1857,"Louis","de Diesbach de Belleroche","m","FR","CN","CoLi->Cons","1900-12-03T00:00:00","1911-12-03T00:00:00"
2321,"Jakob","Hildebrand","m","ZG","CE","Cons*","1871-07-03T00:00:00","1885-02-01T00:00:00"
2219,"Peter","Grünig","m","AG","CN","PRD","1967-12-04T00:00:00","1977-11-11T00:00:00"
1860,"Louis","de Kalbermatten","m","VS","CE","Cons*","1895-03-25T00:00:00","1896-07-09T00:00:00"
2335,"Joh. Friedrich","Hofer","m","BE","CE","PRD","1876-06-05T00:00:00","1877-06-01T00:00:00"
1459,"Maurice","Barman","m","VS","CN","PRD","1848-11-06T00:00:00","1857-12-06T00:00:00"
2131,"Karl","Geissbühler","m","BE","CN","PSS","1947-12-01T00:00:00","1951-12-02T00:00:00"
3516,"Otto R.","von Büren","m","BE","CN","ConsR*","1864-07-04T00:00:00","1884-11-30T00:00:00"
2255,"Paul","Haefelin","m","SO","CE","PRD","1939-12-04T00:00:00","1959-12-06T00:00:00"
2255,"Paul","Haefelin","m","SO","CE","PRD","1939-12-04T00:00:00","1959-12-06T00:00:00"
2255,"Paul","Haefelin","m","SO","CE","PRD","1939-12-04T00:00:00","1959-12-06T00:00:00"
3131,"Hans","Schenkel","m","ZH","CN","PSS","1913-06-02T00:00:00","1917-12-02T00:00:00"
426,"Arnold","Koller","m","AI","CF","PDC","1990-01-01T00:00:00","1990-12-31T00:00:00"
3574,"Jakob","Walder","m","ZH","CN","PRD","1902-12-01T00:00:00","1915-02-23T00:00:00"
3638,"K. Arthur","Widmer","m","AG","CN","PRD","1917-12-03T00:00:00","1919-11-01T00:00:00"
1464,"Carlo","Battaglini","m","TI","CN","PRD","1848-11-06T00:00:00","1850-10-01T00:00:00"
2767,"Giuseppe","Motta","m","TI","CF","Cons*","1920-01-01T00:00:00","1920-12-31T00:00:00"
2732,"Jean-Théodor","Moeckli","m","BE","CN","PRD","1919-12-01T00:00:00","1922-12-03T00:00:00"
2299,"Felix","Helbling","m","SG","CE","PRD","1850-07-01T00:00:00","1851-06-01T00:00:00"
3141,"Paul","Scherrer","m","BS","CE","PRD","1896-12-07T00:00:00","1919-11-01T00:00:00"
3141,"Paul","Scherrer","m","BS","CE","PRD","1896-12-07T00:00:00","1919-11-01T00:00:00"
3141,"Paul","Scherrer","m","BS","CE","PRD","1896-12-07T00:00:00","1919-11-01T00:00:00"
343,"Vreni","Müller-Hemmi","f","ZH","CN","PSS","1995-12-04T00:00:00","2003-11-30T00:00:00"
623,"Julius","Binder","m","AG","CE","PDC","1979-11-26T00:00:00","1987-11-29T00:00:00"
3004,"Giovacchino","Respini","m","TI","CE","Cons*","1879-12-01T00:00:00","1885-11-01T00:00:00"
3687,"Joseph","Zemp","m","LU","CF","Cons*","1895-01-01T00:00:00","1895-12-31T00:00:00"
1501,"Gallus","Berger","m","ZH","CN","PSS","1955-12-05T00:00:00","1971-11-28T00:00:00"
2507,"Josef Martin","Knüsel","m","LU","CF","Lib*","1861-01-01T00:00:00","1861-12-31T00:00:00"
727,"Jean-Jacques","Cevey","m","VD","CN","PRD","1967-12-04T00:00:00","1991-11-24T00:00:00"
460,"Jean Henri","Dunant","m","BS","CN","UDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
487,"Susanne","Leutenegger Oberholzer","f","BL","CN","PSS","2007-12-03T00:00:00","2011-12-04T00:00:00"
1518,"Jean Ed.","Berthoud","m","NE","CE","PRD","1883-07-01T00:00:00","1889-06-01T00:00:00"
2038,"Maurice-Eugène","Filliez","m","VS","CE","PRD","1854-07-03T00:00:00","1855-05-01T00:00:00"
226,"Karl","Tschuppert","m","LU","CN","PRD","1995-12-04T00:00:00","2003-11-30T00:00:00"
238,"Jean","Ziegler","m","GE","CN","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00"
231,"Monika","Weber","f","ZH","CN","AdI","1982-11-29T00:00:00","1987-11-29T00:00:00"
1629,"Louis H.","Brandt","m","NE","CE","PRD","1863-07-06T00:00:00","1864-07-01T00:00:00"
1200,"Kurt","Furgler","m","SG","CF",,"1985-01-01T00:00:00","1985-12-31T00:00:00"
2226,"Ernst","Gugerli","m","ZH","CN","PAB","1963-12-02T00:00:00","1975-11-30T00:00:00"
2337,"H. Arthur","Hoffmann","m","SG","CE","PRD","1896-03-16T00:00:00","1911-04-01T00:00:00"
2337,"H. Arthur","Hoffmann","m","SG","CE","PRD","1896-03-16T00:00:00","1911-04-01T00:00:00"
2337,"H. Arthur","Hoffmann","m","SG","CE","PRD","1896-03-16T00:00:00","1911-04-01T00:00:00"
2525,"Walter","König","m","ZH","CN","AdI","1959-12-07T00:00:00","1979-11-25T00:00:00"
3687,"Joseph","Zemp","m","LU","CN","Cons*","1881-12-05T00:00:00","1891-12-01T00:00:00"
3687,"Joseph","Zemp","m","LU","CN","Cons*","1881-12-05T00:00:00","1891-12-01T00:00:00"
3687,"Joseph","Zemp","m","LU","CN","Cons*","1881-12-05T00:00:00","1891-12-01T00:00:00"
2343,"Josef","Hofstetter","m","SO","CN","PRD","1959-12-07T00:00:00","1971-11-28T00:00:00"
1496,"Heinrich","Berchtold","m","ZH","CN","Lib*","1896-03-16T00:00:00","1907-06-22T00:00:00"
2772,"Gustav","Muheim","m","UR","CN","Cons*","1905-12-04T00:00:00","1911-12-03T00:00:00"
311,"Yves","Christen","m","VD","CN","PRD","2003-12-01T00:00:00","2006-12-03T00:00:00"
235,"Milli","Wittenwiler","f","SG","CN","PRD","1991-11-25T00:00:00","1995-12-03T00:00:00"
657,"Silvio","de Capitani","m","ZH","CN","PRD","1979-11-26T00:00:00","1983-11-27T00:00:00"
2328,"Johann D.","Hirter","m","BE","CN","PRD","1894-06-04T00:00:00","1919-11-01T00:00:00"
2328,"Johann D.","Hirter","m","BE","CN","PRD","1894-06-04T00:00:00","1919-11-01T00:00:00"
2328,"Johann D.","Hirter","m","BE","CN","PRD","1894-06-04T00:00:00","1919-11-01T00:00:00"
268,"Simon","Schenk","m","BE","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
95,"Ruth","Gonseth","f","BL","CN","PES","1995-12-04T00:00:00","2001-06-04T00:00:00"
3286,"Friedrich","Spichiger","m","BE","CN","PAB","1919-12-01T00:00:00","1922-12-03T00:00:00"
2450,"Fritz","Joss","m","BE","CN","PAB","1919-12-01T00:00:00","1939-10-03T00:00:00"
3095,"Carl","Rusch","m","AI","CE","Cons*","1920-04-19T00:00:00","1937-04-01T00:00:00"
2086,"Charles-M.","Friderich","m","GE","CN","PRD","1864-10-01T00:00:00","1872-12-01T00:00:00"
2086,"Charles-M.","Friderich","m","GE","CN","PRD","1864-10-01T00:00:00","1872-12-01T00:00:00"
2086,"Charles-M.","Friderich","m","GE","CN","PRD","1864-10-01T00:00:00","1872-12-01T00:00:00"
2242,"August","Gysin","m","BL","CE","PRD","1855-07-02T00:00:00","1856-06-01T00:00:00"
