"PersonNumber","FirstName","LastName","GenderAsString","CantonAbbreviation","CouncilAbbreviation","PartyAbbreviation","DateJoining","DateLeaving"
504,"Stéphane","Rossini","m","VS","CN","PSS","2007-12-03T00:00:00","2011-12-04T00:00:00"
3536,"Hans Anton","von Roten","m","VS","CN","Cons*","1866-12-03T00:00:00","1895-01-10T00:00:00"
3460,"Jacques","Uhlmann","m","ZH","CN","PSS","1953-12-07T00:00:00","1955-12-04T00:00:00"
1809,"Pierre-A.","Comte","m","FR","CE","PRD","1851-12-01T00:00:00","1854-12-03T00:00:00"
2561,"Louis Constant","Lambelet","m","NE","CN","Lib*","1869-12-06T00:00:00","1881-12-04T00:00:00"
74,"Christoph","Eymann","m","BS","CN","PLS","1995-12-04T00:00:00","2001-09-16T00:00:00"
2540,"Joseph","Kuntschen","m","VS","CN","Cons*","1928-12-03T00:00:00","1935-12-01T00:00:00"
2498,"Gottfried","Klaus","m","SO","CE","PSS","1943-12-06T00:00:00","1963-08-07T00:00:00"
1992,"Eugen","Escher","m","ZH","CN","Lib*","1870-01-31T00:00:00","1871-10-01T00:00:00"
466,"Anita","Fetz","f","BS","CN","PSS","1999-12-06T00:00:00","2003-11-30T00:00:00"
2251,"Johann","Haberstich","m","AG","CE","Lib*","1866-12-03T00:00:00","1867-11-01T00:00:00"
3146,"Alfred","Scheurer","m","BE","CE","PRD","1896-03-16T00:00:00","1897-12-01T00:00:00"
2597,"Hermann","Liechti","m","FR","CN","PRD","1911-12-04T00:00:00","1919-11-01T00:00:00"
3083,"Emil","Rudin","m","BL","CE","PRD","1932-09-20T00:00:00","1935-12-01T00:00:00"
1238,"Leon","Schlumpf","m","GR","CF","UDC","1984-01-01T00:00:00","1984-12-31T00:00:00"
49,"Anton","Cottier","m","FR","CE","PDC","1987-11-30T00:00:00","2003-11-30T00:00:00"
49,"Anton","Cottier","m","FR","CE","PDC","1987-11-30T00:00:00","2003-11-30T00:00:00"
49,"Anton","Cottier","m","FR","CE","PDC","1987-11-30T00:00:00","2003-11-30T00:00:00"
3235,"Johann Jakob","Schwendener","m","SG","CN","PRD","1944-12-04T00:00:00","1951-12-02T00:00:00"
654,"Pier Felice","Barchi","m","TI","CN","PRD","1971-11-29T00:00:00","1983-11-27T00:00:00"
805,"Hans","Lauri","m","BE","CE","UDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
625,"Edouard","Debétaz","m","VD","CE","PRD","1975-12-01T00:00:00","1987-11-29T00:00:00"
496,"Werner","Messmer","m","TG","CN","PRD","1999-12-06T00:00:00","2003-11-30T00:00:00"
1736,"Johann Bartholome","Caflisch","m","GR","CN","PRD","1860-12-03T00:00:00","1863-12-06T00:00:00"
1355,"Alfred","Abegg","m","TG","CN","PSS","1963-12-02T00:00:00","1971-11-28T00:00:00"
1922,"Karl","Dobler","m","AI","CE","CCS","1963-06-04T00:00:00","1971-04-01T00:00:00"
1763,"Nello","Celio","m","TI","CN","PRD","1963-12-02T00:00:00","1966-12-14T00:00:00"
2998,"Robert","Reimann","m","AG","CE","CCS","1963-12-02T00:00:00","1979-11-25T00:00:00"
2998,"Robert","Reimann","m","AG","CE","CCS","1963-12-02T00:00:00","1979-11-25T00:00:00"
2998,"Robert","Reimann","m","AG","CE","CCS","1963-12-02T00:00:00","1979-11-25T00:00:00"
2678,"Ulrich jun.","Meister","m","ZH","CN","Lib*","1892-05-30T00:00:00","1911-12-03T00:00:00"
2678,"Ulrich jun.","Meister","m","ZH","CN","Lib*","1892-05-30T00:00:00","1911-12-03T00:00:00"
2678,"Ulrich jun.","Meister","m","ZH","CN","Lib*","1892-05-30T00:00:00","1911-12-03T00:00:00"
2458,"Simon","Kaiser","m","SO","CN","PRD","1857-12-07T00:00:00","1887-12-04T00:00:00"
2458,"Simon","Kaiser","m","SO","CN","PRD","1857-12-07T00:00:00","1887-12-04T00:00:00"
2458,"Simon","Kaiser","m","SO","CN","PRD","1857-12-07T00:00:00","1887-12-04T00:00:00"
2458,"Simon","Kaiser","m","SO","CN","PRD","1857-12-07T00:00:00","1887-12-04T00:00:00"
2458,"Simon","Kaiser","m","SO","CN","PRD","1857-12-07T00:00:00","1887-12-04T00:00:00"
57,"Eugen","David","m","SG","CE","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
453,"André","Bugnon","m","VD","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
2455,"Ferdinand","Kaiser","m","ZG","CE","Lib*","1848-11-06T00:00:00","1850-07-01T00:00:00"
3433,"Adolphe","Traveletti","m","VS","CN","CCS","1963-12-02T00:00:00","1966-06-01T00:00:00"
2274,"Adolf","Hauser","m","AG","CN","Lib*","1856-12-27T00:00:00","1860-12-02T00:00:00"
2878,"Albert","Pasquier","m","FR","CN","Cons*","1943-12-06T00:00:00","1951-12-02T00:00:00"
1216,"Elisabeth","Lardelli","f","GR","CN","UDC","1974-06-10T00:00:00","1975-11-30T00:00:00"
1960,"Eduard","Eckenstein","m","BS","CN","PRD","1887-12-05T00:00:00","1893-12-03T00:00:00"
229,"Peter","Vollmer","m","BE","CN","PSS","1989-11-27T00:00:00","1995-12-03T00:00:00"
425,"Rolf","Schweiger","m","ZG","CE","PRD","1999-03-01T00:00:00","2003-11-30T00:00:00"
1364,"Jules-Henri","Addor","m","VD","CN","PRD","1943-12-06T00:00:00","1947-11-30T00:00:00"
2601,"Armin","Locher","m","AI","CE","Cons*","1937-06-07T00:00:00","1963-03-01T00:00:00"
2601,"Armin","Locher","m","AI","CE","Cons*","1937-06-07T00:00:00","1963-03-01T00:00:00"
2601,"Armin","Locher","m","AI","CE","Cons*","1937-06-07T00:00:00","1963-03-01T00:00:00"
1562,"Armand","Bochatay","m","VS","CN","CCS","1967-12-04T00:00:00","1979-11-25T00:00:00"
1722,"Charles","Burnand","m","VD","CN","Lib*","1862-07-07T00:00:00","1863-12-06T00:00:00"
2093,"Adolf","Furrer","m","SO","CN","PSS","1935-12-02T00:00:00","1963-12-01T00:00:00"
1573,"Abraham","Boivin","m","BE","CN","ConsR*","1878-12-02T00:00:00","1881-12-04T00:00:00"
659,"Jean-Pascal","Delamuraz","m","VD","CN","PRD","1975-12-01T00:00:00","1983-12-07T00:00:00"
279,"Giuliano","Bignasca","m","TI","CN","Lega","1995-06-13T00:00:00","1995-12-03T00:00:00"
57,"Eugen","David","m","SG","CN","PDC","1995-12-04T00:00:00","1999-12-05T00:00:00"
3902,"Natalie","Rickli","f","ZH","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
138,"Jean-Philippe","Maitre","m","GE","CN","PDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
138,"Jean-Philippe","Maitre","m","GE","CN","PDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
138,"Jean-Philippe","Maitre","m","GE","CN","PDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
2633,"Emil","Mäder","m","SG","CN","Cons*","1928-12-03T00:00:00","1936-06-17T00:00:00"
1821,"Fernand","Cottier","m","GE","CN","Cons*","1947-12-01T00:00:00","1959-12-06T00:00:00"
496,"Werner","Messmer","m","TG","CN","PRD","2007-12-03T00:00:00","2011-12-04T00:00:00"
3606,"Bernard","Weck","m","FR","CE","Cons*","1925-09-21T00:00:00","1950-03-01T00:00:00"
3606,"Bernard","Weck","m","FR","CE","Cons*","1925-09-21T00:00:00","1950-03-01T00:00:00"
3606,"Bernard","Weck","m","FR","CE","Cons*","1925-09-21T00:00:00","1950-03-01T00:00:00"
530,"Marianne","Slongo","f","NW","CE","PDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
2131,"Karl","Geissbühler","m","BE","CN","PSS","1952-01-28T00:00:00","1967-12-03T00:00:00"
2054,"J.-Frédéric-H.","Fonjallaz","m","VD","CN","PRD","1854-12-04T00:00:00","1857-12-06T00:00:00"
2355,"Otto","Höppli","m","TG","CN","PSS","1919-12-01T00:00:00","1947-11-30T00:00:00"
2500,"Wilhelm","Klein","m","BS","CN","PRD","1881-12-05T00:00:00","1887-05-12T00:00:00"
1371,"Arnold Otto","Aepli","m","SG","CE","Lib*","1865-07-03T00:00:00","1872-06-01T00:00:00"
1371,"Arnold Otto","Aepli","m","SG","CE","Lib*","1865-07-03T00:00:00","1872-06-01T00:00:00"
1371,"Arnold Otto","Aepli","m","SG","CE","Lib*","1865-07-03T00:00:00","1872-06-01T00:00:00"
173,"Maximilian","Reimann","m","AG","CE","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
2526,"Jochen Ulrich","Könz","m","GR","CE","Lib*","1872-07-01T00:00:00","1873-06-01T00:00:00"
1603,"Achille","Borella","m","TI","CN","PRD","1965-03-01T00:00:00","1967-12-03T00:00:00"
469,"Jean-Paul","Glasson","m","FR","CN","PRD","1999-12-06T00:00:00","2003-11-30T00:00:00"
3911,"Eric","Voruz","m","VD","CN","PSS","2007-12-03T00:00:00","2011-12-04T00:00:00"
3520,"D. L. August","von Gonzenbach","m","BE","CN","ConsR*","1852-07-05T00:00:00","1860-12-02T00:00:00"
760,"Théo Christian","Portmann","m","GR","CN","PDC","1987-11-30T00:00:00","1991-11-24T00:00:00"
3195,"Gustav Joh.","Schneider","m","BL","CE","PRD","1914-12-07T00:00:00","1932-06-11T00:00:00"
15,"Max","Binder","m","ZH","CN","UDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
214,"Luzi","Stamm","m","AG","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
1120,"Carlo","Sommaruga","m","GE","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
573,"Franz","Eng","m","SO","CN","PRD","1971-11-29T00:00:00","1987-11-29T00:00:00"
3086,"Paul","Rufener","m","BE","CN","PAB","1951-12-03T00:00:00","1959-12-06T00:00:00"
202,"Heinz","Schwab","m","BE","CN","UDC","1987-11-30T00:00:00","1994-10-07T00:00:00"
1690,"Joh. Heinrich","Bühler","m","ZH","CN","Lib*","1881-12-05T00:00:00","1893-12-03T00:00:00"
3572,"Friedrich Traugott","Wahlen","m","BE","CF","PAB","1958-12-11T00:00:00","1965-12-31T00:00:00"
572,"Albert","Eggli","m","ZH","CN","PSS","1975-12-01T00:00:00","1987-11-29T00:00:00"
488,"Doris","Leuthard Hausin","f","AG","CN","PDC","2003-12-01T00:00:00","2006-06-14T00:00:00"
1221,"Robert","Moser","m","NE","CN","PRD","1975-12-01T00:00:00","1979-11-25T00:00:00"
3671,"Alfred","Wyrsch","m","AG","CN","Cons*","1907-04-02T00:00:00","1924-07-09T00:00:00"
1617,"Bixio","Bossi","m","TI","CE","PRD","1942-12-07T00:00:00","1959-12-06T00:00:00"
1617,"Bixio","Bossi","m","TI","CE","PRD","1942-12-07T00:00:00","1959-12-06T00:00:00"
1617,"Bixio","Bossi","m","TI","CE","PRD","1942-12-07T00:00:00","1959-12-06T00:00:00"
22,"Peter","Bloetzer","m","VS","CE",,"1991-11-25T00:00:00","1999-12-05T00:00:00"
22,"Peter","Bloetzer","m","VS","CE",,"1991-11-25T00:00:00","1999-12-05T00:00:00"
2583,"Giuseppe","Lepori","m","TI","CF","Cons*","1954-12-16T00:00:00","1959-12-31T00:00:00"
2308,"Nicolaus","Hermann","m","OW","CE","Cons*","1849-05-01T00:00:00","1872-12-01T00:00:00"
2308,"Nicolaus","Hermann","m","OW","CE","Cons*","1849-05-01T00:00:00","1872-12-01T00:00:00"
2308,"Nicolaus","Hermann","m","OW","CE","Cons*","1849-05-01T00:00:00","1872-12-01T00:00:00"
3934,"Eveline","Widmer-Schlumpf","f","GR","CF","UDC","2008-01-01T00:00:00","2010-10-31T00:00:00"
156,"Lili","Nabholz","f","ZH","CN","PRD","1995-12-04T00:00:00","2003-11-30T00:00:00"
128,"Markus","Kündig","m","ZG","CE","PDC","1974-03-04T00:00:00","1994-12-16T00:00:00"
2372,"Johann Kaspar","Hug","m","ZH","CE","Dém*","1869-07-05T00:00:00","1872-12-01T00:00:00"
1878,"Ph.-A.-Arthur","de Techtermann","m","FR","CN","Cons*","1875-03-08T00:00:00","1881-12-04T00:00:00"
1838,"Joh. Bap. Edmund","Dähler","m","AI","CN","Cons*","1890-12-01T00:00:00","1893-12-03T00:00:00"
3039,"John-Marc","Rochaix","m","GE","CN","PRD","1917-12-03T00:00:00","1943-12-05T00:00:00"
2823,"Johann","Näher","m","BE","CN","PSS","1911-12-04T00:00:00","1917-12-02T00:00:00"
2774,"Jost","Muheim","m","UR","CE","Cons*","1848-11-06T00:00:00","1850-06-01T00:00:00"
3306,"Karl","Stämpfli","m","BE","CN","Lib*","1884-12-01T00:00:00","1893-12-03T00:00:00"
3177,"Werner","Schmid","m","ZH","CN","AdI","1947-12-01T00:00:00","1951-12-02T00:00:00"
1212,"Ernst","Jaggi","m","BE","CN","PSS","1965-11-29T00:00:00","1971-11-28T00:00:00"
2703,"Helen","Meyer","f","ZH","CN","PDC","1972-06-26T00:00:00","1978-11-01T00:00:00"
1365,"Gustave","Ador","m","GE","CF","PLS","1919-01-01T00:00:00","1919-12-31T00:00:00"
3921,"Konrad","Graber","m","LU","CE","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
2510,"Felix","Koch","m","BE","CN","PRD","1917-12-03T00:00:00","1918-07-28T00:00:00"
1784,"Frédéric","Chausson","m","VD","CN","PRD","1875-03-08T00:00:00","1876-03-04T00:00:00"
3897,"Tiana Angelina","Moser","f","ZH","CN","pvl","2007-12-03T00:00:00","2011-12-04T00:00:00"
3135,"Johann Jakob","Scherer","m","ZH","CF","Dém*","1872-07-12T00:00:00","1878-12-23T00:00:00"
2281,"Walter","Hauser","m","ZH","CF","Dém*","1900-01-01T00:00:00","1900-12-31T00:00:00"
477,"Claude","Janiak","m","BL","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
2840,"Ernst","Nobs","m","ZH","CF","PSS","1943-12-15T00:00:00","1951-12-31T00:00:00"
1443,"Karl L.","Baldinger","m","AG","CN","Cons*","1851-12-01T00:00:00","1852-06-01T00:00:00"
142,"Flavio","Maspoli","m","TI","CN","Lega","1999-12-06T00:00:00","2003-11-30T00:00:00"
3345,"Xaver","Stöckli","m","AG","CE","Cons*","1955-12-05T00:00:00","1963-12-01T00:00:00"
1123,"Pierre-François","Veillon","m","VD","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
3130,"Karl","Schenk","m","BE","CF","PRD","1865-01-01T00:00:00","1865-12-31T00:00:00"
2877,"Maurice","Paschoud","m","VD","CN","PRD","1928-12-03T00:00:00","1930-03-15T00:00:00"
2158,"Jacques","Glarner","m","GL","CN","PRD","1959-12-07T00:00:00","1970-09-01T00:00:00"
1442,"Emil A.","Baldinger","m","AG","CN","Cons*","1876-03-06T00:00:00","1907-01-05T00:00:00"
2030,"Georg","Felber","m","BS","CE","Zent (BS)*","1860-07-07T00:00:00","1861-07-01T00:00:00"
1578,"Plinio","Bolla","m","TI","CN","PRD","1893-12-04T00:00:00","1896-08-23T00:00:00"
2380,"Anton","Hunkeler","m","LU","CE","Lib*","1853-01-10T00:00:00","1855-12-01T00:00:00"
3085,"Heinrich","Rüegg","m","ZH","CN","Lib*","1848-11-06T00:00:00","1863-12-06T00:00:00"
3459,"Johann","Ueltschi","m","BE","CN","PAB","1934-06-04T00:00:00","1935-12-01T00:00:00"
2419,"Joseph","Jaquet","m","FR","CE","Cons*","1868-07-06T00:00:00","1872-12-01T00:00:00"
3439,"Maurice","Troillet","m","VS","CE","Cons*","1943-12-06T00:00:00","1955-12-04T00:00:00"
2928,"Paul B.","Pflüger","m","ZH","CN","Grut&PS*","1911-12-04T00:00:00","1917-12-02T00:00:00"
3427,"Rudolf","Toggenburg","m","GR","CN","Cons*","1955-03-14T00:00:00","1959-02-23T00:00:00"
742,"Marc-André","Houmard","m","BE","CN","PRD","1979-11-26T00:00:00","1991-11-24T00:00:00"
3887,"Alfred","Heer","m","ZH","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
3364,"Rudolf","Streuli","m","ZH","CN","PAB","1922-12-04T00:00:00","1929-06-01T00:00:00"
532,"Philipp","Stähelin","m","TG","CE","PDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
806,"Maya","Graf","f","BL","CN","PES","2001-06-05T00:00:00","2003-11-30T00:00:00"
2894,"Henri","Perret","m","NE","CN","PSS","1928-12-03T00:00:00","1955-04-20T00:00:00"
2894,"Henri","Perret","m","NE","CN","PSS","1928-12-03T00:00:00","1955-04-20T00:00:00"
2894,"Henri","Perret","m","NE","CN","PSS","1928-12-03T00:00:00","1955-04-20T00:00:00"
45,"Ernst","Cincera","m","ZH","CN","PRD","1983-11-28T00:00:00","1995-12-03T00:00:00"
1188,"Pierre","Duvanel","m","VD","CN","PSS","1970-03-09T00:00:00","1975-11-30T00:00:00"
143,"Francis","Matthey","m","NE","CN","PSS","1987-11-30T00:00:00","1995-12-03T00:00:00"
2576,"Gottl. Ludwig","Lauterburg","m","BE","CN","ConsR*","1857-12-07T00:00:00","1860-12-02T00:00:00"
3098,"Eduard","Russenberger","m","SH","CE","Dém*","1873-07-07T00:00:00","1878-10-01T00:00:00"
2927,"Niklaus","Pfluger","m","SO","CN","Lib*","1848-11-06T00:00:00","1854-05-01T00:00:00"
2959,"Johann","Plüss","m","AG","CN","Lib*","1858-06-01T00:00:00","1860-12-02T00:00:00"
3185,"Walter","Schmidt","m","AG","CN","PSS","1963-12-02T00:00:00","1971-11-28T00:00:00"
2558,"Juste-François","Lagier","m","VD","CN","PRD","1896-03-16T00:00:00","1914-01-04T00:00:00"
1786,"André","Chavanne","m","GE","CN","PSS","1967-12-04T00:00:00","1977-12-16T00:00:00"
3646,"J.-Louis","Willemin","m","GE","CN","PRD","1920-01-01T00:00:00","1922-12-03T00:00:00"
2985,"Paul","Raschein","m","GR","CN","PRD","1911-12-04T00:00:00","1919-11-01T00:00:00"
308,"Hansueli","von Allmen","m","BE","CN","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00"
2336,"Michael","Hofer","m","BE","CN","PRD","1902-12-01T00:00:00","1919-11-01T00:00:00"
3107,"Alfred","Ryter","m","BE","CN","PSS","1943-12-06T00:00:00","1947-11-30T00:00:00"
3559,"Hans","von Ziegler","m","SH","CE","ConsR*","1859-07-04T00:00:00","1865-06-01T00:00:00"
2573,"Alois","Latour","m","GR","CN","Lib*","1854-12-04T00:00:00","1857-12-06T00:00:00"
681,"Willy","Messmer","m","TG","CN","PRD","1979-11-26T00:00:00","1983-11-27T00:00:00"
3881,"Yvonne","Gilli","f","SG","CN","PES","2007-12-03T00:00:00","2011-12-04T00:00:00"
3321,"Martin","Steinegger","m","SZ","CN","PRD","1910-04-04T00:00:00","1919-11-01T00:00:00"
1873,"Henri Gaspard","de Schaller","m","FR","CN","Cons*","1896-12-07T00:00:00","1900-05-18T00:00:00"
2252,"Karl","Hackhofer","m","ZH","CN","Cons*","1951-12-03T00:00:00","1971-11-28T00:00:00"
3502,"Carl-Ch.","Vogt","m","GE","CE","PRD","1856-12-27T00:00:00","1861-01-01T00:00:00"
349,"Jean-Claude","Rennwald","m","JU","CN","PSS","1995-12-04T00:00:00","2003-11-30T00:00:00"
3343,"Werner","Stocker","m","ZH","CN","PSS","1945-06-04T00:00:00","1946-03-01T00:00:00"
2921,"Jakob J.","Pfenninger","m","ZH","CE","Dém*","1889-03-25T00:00:00","1891-06-27T00:00:00"
2068,"Stefano","Franscini","m","SH","CN","PRD","1854-12-04T00:00:00","1855-03-01T00:00:00"
2476,"Martin","Keiser","m","ZG","CE","Cons*","1854-01-09T00:00:00","1854-07-01T00:00:00"
184,"Paul","Rutishauser","m","TG","CN","UDC","1979-11-26T00:00:00","1995-12-03T00:00:00"
2103,"Gaudenz","Gadmer","m","GR","CE","PRD","1865-07-03T00:00:00","1866-06-01T00:00:00"
1639,"Ernst","Brenner","m","BS","CF","PRD","1901-01-01T00:00:00","1901-12-31T00:00:00"
1961,"Carl","Eder","m","TG","CN","Cons*","1935-12-02T00:00:00","1963-12-01T00:00:00"
3271,"Benigno","Soldini","m","TI","CN","PRD","1848-11-06T00:00:00","1852-05-24T00:00:00"
2588,"F. Auguste","Leuba","m","NE","CN","PRD","1913-12-01T00:00:00","1919-11-01T00:00:00"
3053,"Melchior","Römer","m","ZH","CN","Lib*","1872-12-02T00:00:00","1887-12-04T00:00:00"
3053,"Melchior","Römer","m","ZH","CN","Lib*","1872-12-02T00:00:00","1887-12-04T00:00:00"
3053,"Melchior","Römer","m","ZH","CN","Lib*","1872-12-02T00:00:00","1887-12-04T00:00:00"
3657,"Hans","Wirz","m","ZH","CN","PSS","1919-01-27T00:00:00","1919-10-01T00:00:00"
2410,"Josef","Jäger","m","AG","CN","PRD","1911-12-04T00:00:00","1925-05-01T00:00:00"
761,"Richard","Reich","m","ZH","CN","PRD","1983-01-31T00:00:00","1991-02-22T00:00:00"
2222,"Hugo","Gschwind","m","BL","CN","Cons*","1939-12-04T00:00:00","1943-12-05T00:00:00"
2763,"Sam. Friedrich","Moser","m","BE","CN","PRD","1854-12-04T00:00:00","1857-12-06T00:00:00"
359,"Franziska","Teuscher","f","BE","CN","GB","2003-12-01T00:00:00","2007-12-02T00:00:00"
182,"Markus","Ruf","m","BE","CN","-","1995-12-04T00:00:00","1999-12-05T00:00:00"
182,"Markus","Ruf","m","BE","CN","-","1995-12-04T00:00:00","1999-12-05T00:00:00"
182,"Markus","Ruf","m","BE","CN","-","1995-12-04T00:00:00","1999-12-05T00:00:00"
182,"Markus","Ruf","m","BE","CN","-","1995-12-04T00:00:00","1999-12-05T00:00:00"
3873,"Tarzisius","Caviezel","m","GR","CN","PRD","2007-12-03T00:00:00","2011-12-04T00:00:00"
1206,"Carlos","Grosjean","m","NE","CE","PRD","1969-06-02T00:00:00","1979-11-25T00:00:00"
3676,"Ludwig","Wyss","m","BE","CN","PRD","1863-12-07T00:00:00","1872-04-19T00:00:00"
3305,"Jakob","Stämpfli","m","BE","CF","PRD","1862-01-01T00:00:00","1862-12-31T00:00:00"
3405,"Angelo","Tarchini","m","TI","CN","Cons*","1940-12-11T00:00:00","1941-01-13T00:00:00"
172,"Paul","Rechsteiner","m","SG","CN","PSS","2007-12-03T00:00:00","2011-12-04T00:00:00"
732,"Susi","Eppenberger","f","SG","CN","PRD","1979-06-05T00:00:00","1991-11-24T00:00:00"
2820,"Wilhelm Matthias","Näff","m","SG","CE","PRD","1848-11-06T00:00:00","1848-11-16T00:00:00"
524,"Valérie","Garbani","f","NE","CN","PSS","1999-12-06T00:00:00","2003-11-30T00:00:00"
2710,"Ludwig-Friedrich","Meyer","m","LU","CN","PRD","1931-12-01T00:00:00","1941-09-01T00:00:00"
2511,"Josef Anton","Koch","m","TG","CN","Grut*","1890-12-01T00:00:00","1898-06-07T00:00:00"
58,"Joseph","Deiss","m","FR","CF","PDC","2005-01-01T00:00:00","2006-07-31T00:00:00"
2416,"Ferdinand","Jann","m","NW","CE","Cons*","1851-07-07T00:00:00","1855-07-01T00:00:00"
107,"Trix","Heberlein","f","ZH","CN","PRD","1995-12-04T00:00:00","2003-11-30T00:00:00"
508,"Johann N.","Schneider-Ammann","m","BE","CN","PRD","2007-12-03T00:00:00","2010-10-31T00:00:00"
1916,"Eugen","Dietschi","m","BS","CN","PRD","1941-03-25T00:00:00","1960-03-01T00:00:00"
1916,"Eugen","Dietschi","m","BS","CN","PRD","1941-03-25T00:00:00","1960-03-01T00:00:00"
1916,"Eugen","Dietschi","m","BS","CN","PRD","1941-03-25T00:00:00","1960-03-01T00:00:00"
1288,"Viola","Amherd","f","VS","CN","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
2880,"Giuseppe","Pattocchi","m","TI","CN","PRD","1855-07-02T00:00:00","1860-12-02T00:00:00"
3302,"Hans","Stähli","m","BE","CN","PAB","1952-01-28T00:00:00","1955-12-04T00:00:00"
1238,"Leon","Schlumpf","m","GR","CN","Dém*","1966-12-14T00:00:00","1974-05-31T00:00:00"
1238,"Leon","Schlumpf","m","GR","CN","Dém*","1966-12-14T00:00:00","1974-05-31T00:00:00"
1247,"Roland","Stähli","m","BE","CN","PRD","1975-12-01T00:00:00","1979-11-25T00:00:00"
2663,"René","Mauroux","m","FR","CN","PSS","1943-12-06T00:00:00","1951-03-01T00:00:00"
3435,"Erwin","Triebold","m","AG","CN","PRD","1947-12-01T00:00:00","1955-12-04T00:00:00"
3874,"Esther","Egger-Wyss","f","AG","CN","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
1942,"B.-Benjamin","Dufernex","m","GE","CE","PRD","1881-12-05T00:00:00","1883-07-01T00:00:00"
1518,"Jean Ed.","Berthoud","m","NE","CE","PRD","1896-12-07T00:00:00","1908-06-01T00:00:00"
1371,"Arnold Otto","Aepli","m","SG","CE","Lib*","1857-12-07T00:00:00","1864-06-01T00:00:00"
1869,"Frédéric-Jules","De Rabours","m","GE","CN","PLS","1928-03-03T00:00:00","1928-12-02T00:00:00"
1398,"Johann-Kaspar","Ammann","m","ZH","CE","Lib*","1849-04-16T00:00:00","1849-08-01T00:00:00"
566,"Jean","Clivaz","m","BE","CN","PSS","1983-11-28T00:00:00","1987-09-30T00:00:00"
2604,"Paul","Logoz","m","GE","CN","UDE","1925-12-07T00:00:00","1930-12-01T00:00:00"
698,"Otto","Stich","m","SO","CN","PSS","1963-12-02T00:00:00","1983-11-27T00:00:00"
1755,"Antoine","Carteret","m","GE","CN","PRD","1869-12-06T00:00:00","1878-12-01T00:00:00"
28,"Toni","Bortoluzzi","m","ZH","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
2162,"Pierre","Glasson","m","FR","CN","PRD","1947-12-01T00:00:00","1948-03-01T00:00:00"
1194,"Guy","Fontanet","m","GE","CN","PDC","1971-11-29T00:00:00","1978-09-01T00:00:00"
430,"Ruth","Dreifuss","f","GE","CF","PSS","1999-01-01T00:00:00","1999-12-31T00:00:00"
1730,"Johann","Bussinger","m","BL","CN","PRD","1854-12-04T00:00:00","1857-12-06T00:00:00"
1214,"Bernhard","König","m","BE","CN","N","1972-02-28T00:00:00","1975-11-30T00:00:00"
1214,"Bernhard","König","m","BE","CN","N","1972-02-28T00:00:00","1975-11-30T00:00:00"
33,"Cécile","Bühlmann","f","LU","CN","PES","1991-11-25T00:00:00","1995-12-03T00:00:00"
2949,"Giovanni Battista","Pioda","m","TI","CF","PRD","1857-07-30T00:00:00","1864-01-26T00:00:00"
499,"Fabio","Pedrina","m","TI","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
2363,"Johann Josef","Huber","m","SG","CN","PRD","1875-12-06T00:00:00","1878-12-01T00:00:00"
61,"Verena","Diener","f","ZH","CE","pvl","2007-12-06T00:00:00","2011-12-04T00:00:00"
3562,"Johann","Vonmoos","m","GR","CN","PRD","1919-12-01T00:00:00","1943-12-05T00:00:00"
3441,"Hans","Trümpy","m","GL","CN","PRD","1937-03-02T00:00:00","1943-12-05T00:00:00"
541,"Thomas","Pfisterer","m","AG","CE","PRD","1999-12-06T00:00:00","2003-11-30T00:00:00"
2076,"Hermann","Freuler","m","SH","CE","Lib*","1895-06-04T00:00:00","1896-12-06T00:00:00"
3026,"Joseph","Rion","m","VS","CE","PRD","1850-07-01T00:00:00","1853-05-01T00:00:00"
1174,"Pierre","Aubert","m","NE","CF","PSS","1987-01-01T00:00:00","1987-12-31T00:00:00"
2211,"J.-F.-Henri","Grobet","m","VD","CN","PRD","1924-09-29T00:00:00","1928-12-02T00:00:00"
2725,"Paul","Migy","m","BE","CE","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
2725,"Paul","Migy","m","BE","CE","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
2725,"Paul","Migy","m","BE","CE","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
